board,moves
"[[0, 0, 0, 4, 0, 4, 6, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, -1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, -1, 0, 0, 2, 0, -1, 0], [-1, 0, 0, 0, 0, 0, -3, -1], [0, 0, -4, 0, 0, -4, -6, 0]]",a8d8
"[[0, 0, 0, 4, 0, 4, 6, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, -1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, -1, 0, 0, 2, 0, -1, 0], [-1, 0, 0, 0, 0, 0, -3, -1], [0, 0, -4, 0, -4, 0, -6, 0]]",f1e1
"[[0, 0, 0, 4, 0, 4, 6, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, -1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, -1, 0, 0, 0, 0, -1, 0], [-1, 0, 0, 0, 0, 0, 2, -1], [0, 0, -4, 0, -4, 0, -6, 0]]",e3g2
"[[0, 0, 0, 4, 0, 4, 6, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, -1, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, -1, 0, 0, 0, 0, -1, 0], [-1, 0, 0, 0, 0, 0, -6, -1], [0, 0, -4, 0, -4, 0, 0, 0]]",g1g2
"[[0, 0, 0, 0, 0, 4, 6, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 4, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, -1, 0, 0, 0, 0, -1, 0], [-1, 0, 0, 0, 0, 0, -6, -1], [0, 0, -4, 0, -4, 0, 0, 0]]",d8d6
"[[0, 0, 0, 0, 0, 4, 6, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 4, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, -1, 0, 0, 0, 0, -1, 0], [-1, 0, 0, 0, -4, 0, -6, -1], [0, 0, -4, 0, 0, 0, 0, 0]]",e1e2
"[[0, 0, 0, 4, 0, 0, 6, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 4, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, -1, 0, 0, 0, 0, -1, 0], [-1, 0, 0, 0, -4, 0, -6, -1], [0, 0, -4, 0, 0, 0, 0, 0]]",f8d8
"[[0, 0, 0, 4, 0, 0, 6, 0], [0, 0, 0, 0, 0, 1, 0, 0], [1, 1, 0, 4, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, -1, 0, 0, 0, 0, -1, 0], [-1, 0, -4, 0, -4, 0, -6, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",c1c2
"[[0, 0, 0, 4, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 6, 0], [1, 1, 0, 4, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, -1, 0, 0, 0, 0, -1, 0], [-1, 0, -4, 0, -4, 0, -6, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",g8g7
"[[0, 0, 0, 4, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 6, 0], [1, 1, 0, 4, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, -1, 0, 0, 0, -6, -1, 0], [-1, 0, -4, 0, -4, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",g2f3
"[[0, 0, 0, 4, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 6, 0], [1, 0, 0, 4, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, -1, 0, 0, 0, -6, -1, 0], [-1, 0, -4, 0, -4, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",b6b5
"[[0, 0, 0, 4, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 6, 0], [1, 0, 0, 4, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 1], [-1, 0, 0, 0, 0, 0, 0, 0], [0, -1, 0, 0, 0, -6, -1, 0], [0, 0, -4, 0, -4, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",a2a4
"[[0, 0, 0, 4, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 6, 0], [1, 0, 0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 1], [-1, 0, 0, 0, 0, 0, 0, 0], [0, -1, 0, 4, 0, -6, -1, 0], [0, 0, -4, 0, -4, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",d6d3
"[[0, 0, 0, 4, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 6, 0], [1, 0, 0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 1], [-1, 0, 0, 0, 0, 0, 0, 0], [0, -1, 0, 4, 0, 0, -1, 0], [0, 0, -4, 0, -4, 0, -6, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",f3g2
"[[0, 0, 0, 4, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 6, 0], [1, 0, 0, 0, 0, 0, 1, 0], [0, 1, 0, 0, 0, 0, 0, 1], [-1, 0, 0, 0, 0, 0, 0, 0], [0, 4, 0, 0, 0, 0, -1, 0], [0, 0, -4, 0, -4, 0, -6, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",d3b3
"[[0, 0, 0, 4, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 6, 0], [1, 0, 0, 0, 0, 0, 1, 0], [0, -1, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 4, 0, 0, 0, 0, -1, 0], [0, 0, -4, 0, -4, 0, -6, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",a4b5
"[[0, 0, 0, 4, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 6, 0], [1, 0, 0, 0, 0, 0, 1, 0], [0, 4, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, -4, 0, -4, 0, -6, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",b3b5
"[[0, 0, 0, 4, 0, 0, 0, 0], [0, 0, -4, 0, 0, 1, 6, 0], [1, 0, 0, 0, 0, 0, 1, 0], [0, 4, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, 0, -6, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",c2c7
"[[4, 0, 0, 0, 0, 0, 0, 0], [0, 0, -4, 0, 0, 1, 6, 0], [1, 0, 0, 0, 0, 0, 1, 0], [0, 4, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, -4, 0, -6, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",d8a8
"[[4, 0, 0, 0, 0, 0, 0, 0], [0, 0, -4, 0, 0, 1, 6, 0], [1, 0, 0, 0, 0, 0, 1, 0], [0, 4, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, -4, -6, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",e2f2
"[[4, 0, 0, 0, 0, 0, 0, 0], [0, 0, -4, 0, 0, 1, 6, 0], [1, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 4, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, -4, -6, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",b5f5
"[[4, 0, 0, 0, 0, 0, 0, 0], [0, 0, -4, 0, 0, 1, 6, 0], [1, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, -4, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, -6, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",f2f5
"[[4, 0, 0, 0, 0, 0, 0, 0], [0, 0, -4, 0, 0, 1, 6, 0], [1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, -6, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",g6f5
"[[4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 6, 0], [1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 1], [0, 0, -4, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, -6, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",c7c4
"[[4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 6, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 1, 0, 1], [0, 0, -4, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, -6, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",a6a5
"[[4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 6, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 1, 0, 1], [-4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, -6, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",c4a4
"[[4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 6, 0, 0], [1, 0, 0, 0, 0, 1, 0, 1], [-4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, -6, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",g7f6
"[[4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 6, 0, 0], [1, 0, 0, 0, 0, 1, 0, 1], [-4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, -6, -1, 0], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",g2f3
"[[4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 6, 1, 0, 1], [-4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, -6, -1, 0], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",f6e5
"[[4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 6, 1, 0, 1], [-4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, -6, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",f3e3
"[[4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 6, 0, 1, 0, 1], [-4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, -6, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",e5d5
"[[4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 6, 0, 1, 0, 1], [-4, 0, 0, 0, 0, -6, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",e3f4
"[[4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 6, 0, 0, 1, 0, 1], [-4, 0, 0, 0, 0, -6, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",d5c5
"[[4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 6, 0, 0, -6, 0, 1], [-4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",f4f5
"[[4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 6, 0, 0, 0, -6, 0, 1], [-4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0]]",c5b5
"[[4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 6, 0, 0, 0, -6, 0, 1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -1], [-4, 0, 0, 0, 0, 0, 0, 0]]",a4a1
"[[4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 6, 0, 0, 0, -6, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -1], [-4, 0, 0, 0, 0, 0, 0, 0]]",a5a4
"[[4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, -6, 0, 0], [0, 6, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -1], [-4, 0, 0, 0, 0, 0, 0, 0]]",f5f6
"[[0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, -6, 0, 0], [0, 6, 0, 0, 0, 0, 0, 1], [1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -1], [-4, 0, 0, 0, 0, 0, 0, 0]]",a8a7
"[[0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 6, 0, 0, 0, 0, -6, 1], [1, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -1], [-4, 0, 0, 0, 0, 0, 0, 0]]",f6g5
"[[0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 6, 0, 0, 0, 0, -6, 1], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -1], [-4, 0, 0, 0, 0, 0, 0, 0]]",a4a3
"[[0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 6, 0, 0, 0, 0, 0, -6], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -1], [-4, 0, 0, 0, 0, 0, 0, 0]]",g5h5
"[[0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 6, 0, 0, 0, 0, 0, -6], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [1, 0, 0, 0, 0, 0, 0, -1], [-4, 0, 0, 0, 0, 0, 0, 0]]",a3a2
"[[0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 6, 0, 0, 0, 0, 0, -6], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, -1], [-4, 0, 0, 0, 0, 0, 0, 0]]",g3g4
"[[0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, -6], [0, 0, 6, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, -1], [-4, 0, 0, 0, 0, 0, 0, 0]]",b5c4
"[[0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, -6], [0, 0, 6, 0, 0, 0, -1, -1], [0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0], [-4, 0, 0, 0, 0, 0, 0, 0]]",h2h4
"[[0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, -6], [0, 0, 0, 0, 0, 0, -1, -1], [0, 6, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0], [-4, 0, 0, 0, 0, 0, 0, 0]]",c4b3
"[[0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, -6], [0, 0, 0, 0, 0, 0, 0, -1], [0, 6, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0], [-4, 0, 0, 0, 0, 0, 0, 0]]",g4g5
"[[0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, -6], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0], [1, 6, 0, 0, 0, 0, 0, 0], [-4, 0, 0, 0, 0, 0, 0, 0]]",b3b2
"[[0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, -6], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0], [1, 6, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, -4]]",a1h1
"[[0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, -6], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 6, 0, 0, 0, 0, 0, 0], [5, 0, 0, 0, 0, 0, 0, -4]]",a2a1q
"[[0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, -6], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 6, 0, 0, 0, 0, 0, 0], [-4, 0, 0, 0, 0, 0, 0, 0]]",h1a1
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -1, -6], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 6, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0]]",a7a1
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 1, 0, 0], [0, 0, 0, 0, 0, 0, -1, 0], [0, 0, 0, 0, 0, 0, 0, -6], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 6, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0]]",g5g6
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0, 0, 0, -6], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 6, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0]]",f7g6
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -6, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 6, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0]]",h5g6
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -6, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0]]",b2c3
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -6, 0], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0]]",h4h5
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -6, 0], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 4, 0]]",a1g1
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, -6, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 4, 0]]",g6f7
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, -6, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 4]]",g1h1
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -6, 0], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 6, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 4]]",f7g6
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -6, 0], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 6, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 4]]",c3d4
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -6, -1], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 6, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 4]]",h5h6
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -6, -1], [0, 0, 0, 0, 6, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 4]]",d4e5
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 0, 0, -6, 0], [0, 0, 0, 0, 6, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 4]]",h6h7
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, -1], [0, 0, 0, 0, 6, 0, -6, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 4]]",e5e6
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -6, -1], [0, 0, 0, 0, 6, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 4]]",g6g7
"[[0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, -6, -1], [0, 0, 0, 0, 6, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 4, 0]]",h1g1
